filepath,cluster,weak_label,distance
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\f9aed2f0-899f-4bc9-b915-85401fa29062.jpg,1,0,24.642843
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\f9d0f331-0474-44b7-b06d-adebdf1b0d5b.jpg,1,0,23.83821
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\f9d60d23-9fd7-4c00-b06e-c262559c15ad.jpg,1,0,14.086233
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\fa19fe6b-0859-4a56-94dd-62c88812fd23.jpg,0,1,17.548489
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\fa9d7caf-6d7b-4a43-8d9f-00f2fc2d5944.jpg,1,0,28.361952
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\fac74fac-c0ed-45d1-853a-482ac8bf14f9.jpg,1,0,17.65918
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\fb656613-7355-4508-ba32-7a633b9f3397.jpg,1,0,20.877516
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\fb9d36e6-f30c-4943-8f6a-adfdcaac2356.jpg,1,0,19.702156
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\fbe0b07a-b152-45f3-8a65-61e7e4ef554a.jpg,1,0,25.998432
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\fc82dbe0-6824-4ac8-a4a0-612f5ea53a98.jpg,1,0,22.868673
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\fcc19978-f859-462a-b392-eb31378af641.jpg,0,1,19.901487
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\fcf1c2ea-fe58-495e-b7b9-c30ee111b9cc.jpg,1,0,14.086233
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\fdb0e481-28f5-44c5-bda7-21651af175cf.jpg,1,0,24.718458
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\fe4454fb-f164-40a8-b7ec-dca240430694.jpg,1,0,22.797806
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\ff93375a-a8ea-4c44-9679-8b62ff51b9ef.jpg,0,1,19.506464
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\ffab85a5-cdb8-4c32-aa75-926199136003.jpg,1,0,20.302906
